ID,Year_Birth,Education,Marital_Status,Income,Customer_For,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Spent,Family_Size,Age,Frequency,Monetary,TotalKids,Campaign_Accept_Rate,Cluster
5985,1965,Postgrad,Single,33168,13/10/2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,122,2,60,10,122,1,0.0,5
4754,1966,Postgrad,Couple,33585,25/09/2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,1,122,3,59,7,122,1,0.0,1
4002,1960,Postgrad,Couple,77037,13/10/2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1,1123,3,65,27,1123,1,0.0,3
8870,1984,Graduate,Couple,35196,13/11/2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,1,497,3,41,18,497,1,0.0,5
966,1966,Graduate,Couple,44529,05/07/2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,1,691,3,59,25,691,1,0.2,3
9725,1966,Postgrad,Couple,28764,05/06/2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,2,12,4,59,4,12,2,0.2,4
4475,1949,Postgrad,Couple,69098,16/02/2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,0,2440,2,76,25,2440,0,0.0,2
5740,1970,Undergrad,Single,25959,14/02/2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,2,56,3,55,7,56,2,0.0,4
5731,1983,Postgrad,Couple,27100,05/04/2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,37,3,42,5,37,1,0.0,5
7290,1985,Graduate,Single,70596,05/10/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,0,968,1,40,21,968,0,0.0,2
3846,1974,Graduate,Couple,42557,29/08/2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,1,270,3,51,15,270,1,0.0,5
8104,1951,Postgrad,Couple,53312,09/08/2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,0,278,2,74,12,278,0,0.0,1
4507,1952,Graduate,Single,72228,27/11/2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,0,1250,1,73,22,1250,0,0.0,2
11013,1987,Graduate,Couple,67605,31/03/2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,938,2,38,17,938,0,0.0,2
4491,1949,Postgrad,Couple,62845,01/10/2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,2,1178,4,76,28,1178,2,0.2,3
3759,1958,Graduate,Couple,65196,25/07/2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,2,1155,4,67,26,1155,2,0.2,3
1162,1987,Postgrad,Single,42000,10/01/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,0,653,1,38,20,653,0,0.0,5
2055,1973,Postgrad,Single,35860,19/05/2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,2,49,3,52,6,49,2,0.2,4
10766,1964,Postgrad,Couple,65526,11/04/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,1,506,3,61,17,506,1,0.0,1
4415,1961,Graduate,Couple,16860,12/09/2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,2,38,4,64,8,38,2,0.0,4
3005,1992,Graduate,Single,83528,01/05/2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,0,1650,1,33,23,1650,0,0.4,0
2223,1965,Undergrad,Single,64176,03/08/2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,1,1826,2,60,33,1826,1,0.0,3
4817,1956,Graduate,Single,22304,04/08/2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,18,1,69,4,18,0,0.0,1
2875,1978,Graduate,Couple,67023,04/03/2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,0,906,2,47,24,906,0,0.0,2
11112,1966,Graduate,Couple,70713,03/12/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,1,1477,3,59,25,1477,1,0.0,3
3807,1955,Graduate,Couple,59925,30/11/2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,1,766,3,70,23,766,1,0.0,3
9197,1953,Graduate,Couple,39722,24/02/2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,1,47,3,72,7,47,1,0.0,1
10832,1958,Graduate,Couple,46610,18/07/2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,0,467,2,67,14,467,0,0.0,1
6421,1961,Graduate,Couple,88347,03/07/2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,0,2116,2,64,21,2116,0,0.2,2
4207,1981,Postgrad,Couple,87171,01/05/2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,0,1298,2,44,25,1298,0,0.4,0
577,1976,Undergrad,Couple,26907,20/08/2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,22,4,49,6,22,2,0.0,4
10855,1968,Postgrad,Single,50014,22/01/2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,1,396,2,57,15,396,1,0.0,1
3081,1978,Postgrad,Couple,41014,22/04/2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,20,3,47,4,20,1,0.0,5
3535,1965,Graduate,Single,66294,17/03/2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,0,967,1,60,13,967,0,0.0,2
247,1971,Graduate,Couple,36715,17/11/2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,1,357,3,54,19,357,1,0.0,5
8707,1956,Graduate,Couple,79456,22/08/2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,0,1401,2,69,16,1401,0,0.0,2
9523,1982,Graduate,Couple,40479,17/08/2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1,15,3,43,4,15,1,0.0,5
6072,1970,Postgrad,Single,75345,02/02/2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,0,2087,1,55,20,2087,0,0.2,2
6295,1977,Graduate,Couple,54233,04/02/2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,1,981,3,48,26,981,1,0.0,3
10914,1970,Graduate,Single,24163,12/10/2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,2,17,3,55,6,17,2,0.0,4
1509,1958,Postgrad,Couple,84460,04/01/2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,0,523,2,67,22,523,0,0.8,0
5577,1983,Graduate,Couple,43776,03/05/2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,23,3,42,4,23,1,0.0,5
7348,1958,Postgrad,Single,71691,17/03/2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,0,1192,1,67,17,1192,0,0.0,2
1127,1973,Postgrad,Couple,85844,29/05/2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,0,1958,2,52,20,1958,0,0.2,2
1833,1974,Postgrad,Single,39190,26/04/2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,1,133,2,51,9,133,1,0.0,5
6466,1965,Postgrad,Couple,57236,12/03/2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,2,121,4,60,10,121,2,0.0,4
9964,1979,Graduate,Single,61825,07/08/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,1,424,2,46,15,424,1,0.0,3
4790,1958,Graduate,Single,79803,02/06/2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,1,868,2,67,13,868,1,0.0,2
10245,1986,Undergrad,Single,80910,31/10/2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,0,756,1,39,15,756,0,0.0,2
1109,1982,Postgrad,Couple,27590,23/04/2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,12,3,43,4,12,1,0.0,5
6001,1979,Graduate,Couple,56775,02/01/2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,1,937,3,46,25,937,1,0.0,3
5538,1975,Graduate,Single,83829,08/10/2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,0,1862,1,50,17,1862,0,0.6,0
10552,1979,Undergrad,Couple,54210,20/05/2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,1,367,3,46,14,367,1,0.0,5
1545,1986,Graduate,Couple,38508,02/08/2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,1,443,3,39,20,443,1,0.0,5
7409,1970,Graduate,Couple,53187,26/10/2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,1,267,3,55,13,267,1,0.0,1
4444,1972,Graduate,Couple,30023,24/03/2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1,61,3,53,6,61,1,0.0,5
146,1960,Postgrad,Single,76045,15/11/2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,0,1323,1,65,21,1323,0,0.2,2
6271,1952,Postgrad,Couple,50870,19/06/2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,1,63,3,73,6,63,1,0.0,1
4741,1974,Undergrad,Couple,65463,30/01/2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,1,562,3,51,19,562,1,0.2,3
246,1965,Graduate,Couple,66480,31/05/2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,2,312,4,60,19,312,2,0.0,3
375,1954,Graduate,Single,76773,25/02/2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,0,1156,1,71,16,1156,0,0.0,2
1524,1983,Undergrad,Single,81698,01/03/2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,0,1104,1,42,16,1104,0,0.2,2
10022,1973,Postgrad,Single,54466,09/02/2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,16,3,52,4,16,2,0.0,4
11010,1984,Postgrad,Single,16269,30/08/2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,44,2,41,9,44,1,0.0,5
4356,1971,Graduate,Couple,71819,28/08/2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1,1574,3,54,14,1574,1,0.4,0
3885,1983,Postgrad,Couple,33569,16/10/2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,1,63,3,42,5,63,1,0.2,5
1175,1983,Postgrad,Couple,36262,20/09/2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,0,426,2,42,12,426,0,0.2,5
880,1966,Undergrad,Couple,22634,16/01/2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,0,96,2,59,6,96,0,0.0,5
2320,1978,Undergrad,Couple,47025,12/09/2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,1,635,3,47,23,635,1,0.0,3
850,1968,Graduate,Single,70566,06/10/2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,1,757,2,57,22,757,1,0.0,3
4713,1979,Postgrad,Couple,31605,22/11/2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,1,125,3,46,9,125,1,0.0,5
675,1973,Postgrad,Single,52034,17/05/2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,2,332,3,52,16,332,2,0.0,4
5025,1979,Graduate,Single,48526,24/12/2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1,135,2,46,8,135,1,0.0,5
2308,1954,Graduate,Couple,46734,18/11/2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,1,330,3,71,14,330,1,0.0,1
5995,1962,Graduate,Single,39552,18/12/2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,2,384,3,63,20,384,2,0.0,4
6749,1966,Graduate,Single,86358,08/08/2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,2,1722,3,59,18,1722,2,0.0,3
1010,1977,Graduate,Couple,46931,24/04/2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,3,78,5,48,7,78,3,0.0,4
8977,1985,Undergrad,Single,16581,12/01/2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,0,24,1,40,4,24,0,0.0,5
4756,1952,Undergrad,Single,63998,20/12/2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,0,1168,1,73,25,1168,0,0.0,2
3412,1951,Postgrad,Couple,67381,15/01/2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,1,957,3,74,17,957,1,0.2,3
606,1967,Graduate,Single,25930,10/10/2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,15,3,58,4,15,2,0.0,4
5961,1978,Graduate,Couple,42693,07/06/2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,57,3,47,5,57,1,0.0,5
2975,1976,Graduate,Couple,85606,12/11/2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1,1956,3,49,24,1956,1,0.2,2
2894,1985,Graduate,Single,72903,29/10/2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,0,2013,1,40,21,2013,0,0.6,0
7613,1974,Undergrad,Couple,49669,24/05/2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,1,326,3,51,14,326,1,0.0,5
10542,1968,Postgrad,Couple,36778,05/08/2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,77,4,57,9,77,2,0.0,4
8015,1962,Postgrad,Single,85696,03/05/2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,0,1313,1,63,20,1313,0,0.0,2
11166,1961,Graduate,Couple,49678,02/02/2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,1,315,3,64,14,315,1,0.0,1
523,1989,Graduate,Couple,37155,31/01/2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,74,3,36,7,74,1,0.0,5
4066,1978,Undergrad,Single,21282,11/05/2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,1,46,2,47,7,46,1,0.0,5
8414,1962,Postgrad,Single,33419,17/08/2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,1,86,2,63,8,86,1,0.0,1
819,1945,Graduate,Single,63285,05/11/2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,0,1103,1,80,25,1103,0,0.0,2
4961,1974,Postgrad,Couple,21255,21/01/2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,61,3,51,11,61,1,0.0,5
749,1981,Graduate,Couple,42162,19/11/2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,1,145,3,44,9,145,1,0.2,5
5430,1956,Graduate,Couple,54450,14/09/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,2,684,4,69,31,684,2,0.0,3
7755,1954,Postgrad,Couple,57744,12/11/2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,1,411,3,71,16,411,1,0.0,1
10525,1986,Graduate,Single,26576,13/10/2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,1,27,2,39,4,27,1,0.2,5
1453,1943,Postgrad,Single,57513,06/07/2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,0,1060,1,82,27,1060,0,0.0,3
8310,1964,Graduate,Couple,68142,29/08/2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1,1459,3,61,24,1459,1,0.0,3
10710,1979,Graduate,Couple,7500,29/08/2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,18,3,46,4,18,1,0.0,5
5031,1974,Graduate,Couple,83145,22/09/2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,0,1833,2,51,26,1833,0,0.2,2
2613,1960,Postgrad,Couple,54197,03/04/2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,1,237,3,65,12,237,1,0.0,1
213,1963,Postgrad,Single,23091,28/05/2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,2,48,3,62,10,48,2,0.0,4
967,1976,Graduate,Couple,46049,21/07/2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,2,515,4,49,26,515,2,0.0,3
1077,1974,Graduate,Couple,56715,05/12/2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,0,1020,2,51,15,1020,0,0.0,2
7959,1961,Graduate,Couple,79410,29/05/2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,0,1370,2,64,11,1370,0,0.0,2
640,1951,Graduate,Couple,57304,11/03/2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1,1026,3,74,25,1026,1,0.0,3
4252,1965,Graduate,Couple,44375,23/03/2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,1,301,3,60,12,301,1,0.0,1
6218,1965,Graduate,Couple,59594,20/10/2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,1,499,3,60,17,499,1,0.2,3
6905,1994,Graduate,Couple,80685,22/08/2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,0,1004,2,31,21,1004,0,0.0,2
5922,1974,Postgrad,Couple,40344,13/10/2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,1,218,3,51,12,218,1,0.0,5
3598,1972,Graduate,Couple,62710,23/05/2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,1,606,3,53,22,606,1,0.0,3
6116,1968,Undergrad,Couple,48985,05/07/2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,1,75,3,57,6,75,1,0.0,1
6263,1968,Graduate,Couple,35322,22/08/2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,3,106,5,57,9,106,3,0.0,4
10486,1948,Graduate,Couple,77142,29/05/2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,0,990,2,77,17,990,0,0.0,2
2410,1969,Graduate,Single,81657,22/01/2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,0,1097,1,56,16,1097,0,0.0,2
193,1996,Undergrad,Couple,14421,17/02/2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,0,16,2,29,4,16,0,0.2,5
8278,1990,Postgrad,Couple,74214,26/08/2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,0,1711,2,35,16,1711,0,0.0,2
10660,1957,Postgrad,Couple,66726,12/01/2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,2,438,4,68,17,438,2,0.2,4
8686,1979,Undergrad,Couple,23724,08/01/2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,75,3,46,7,75,1,0.0,5
1604,1960,Postgrad,Couple,47353,13/11/2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,1,225,3,65,13,225,1,0.0,1
5907,1952,Postgrad,Couple,33444,03/11/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2,18,4,73,4,18,2,0.0,4
10669,1981,Graduate,Couple,54386,17/05/2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,1,470,3,44,17,470,1,0.0,3
2918,1981,Graduate,Single,28510,13/04/2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,2,91,3,44,9,91,2,0.0,4
5735,1991,Postgrad,Single,90638,13/02/2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,0,2525,1,34,18,2525,0,0.2,2
359,1950,Graduate,Couple,48070,13/01/2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,1,504,3,75,19,504,1,0.0,1
8387,1957,Graduate,Couple,43140,05/01/2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,1,235,3,68,11,235,1,0.0,1
1829,1961,Postgrad,Single,54959,19/01/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1,1232,2,64,21,1232,1,0.2,3
3839,1958,Undergrad,Single,15056,03/05/2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,2,88,3,67,12,88,2,0.0,4
9392,1971,Graduate,Single,26954,08/05/2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,17,2,54,4,17,1,0.0,5
2292,1985,Graduate,Single,22327,02/08/2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,24,2,40,5,24,1,0.0,5
10466,1965,Graduate,Couple,44393,22/08/2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,60,4,60,7,60,2,0.0,4
9855,1952,Postgrad,Single,62000,25/08/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1,1020,2,73,26,1020,1,0.2,3
4088,1962,Postgrad,Couple,31497,06/12/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,1,155,3,63,10,155,1,0.0,5
5231,1974,Undergrad,Couple,45894,27/02/2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2,51,4,51,5,51,2,0.0,4
590,1970,Postgrad,Single,78579,22/12/2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,0,1812,1,55,16,1812,0,0.0,2
8732,1969,Postgrad,Single,67369,17/11/2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1,1461,2,56,25,1461,1,0.4,0
2315,1960,Graduate,Single,58401,20/04/2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,1,96,2,65,6,96,1,0.0,1
3515,1952,Graduate,Single,62307,17/02/2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,1,160,2,73,9,160,1,0.0,1
2245,1969,Postgrad,Couple,43641,22/04/2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2,139,4,56,10,139,2,0.0,4
6606,1969,Postgrad,Couple,70091,31/03/2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1,1161,3,56,19,1161,1,0.2,3
5545,1972,Postgrad,Couple,78075,05/04/2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,0,988,2,53,14,988,0,0.0,2
7342,1961,Undergrad,Single,59184,09/09/2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,1,1072,2,64,27,1072,1,0.0,3
837,1977,Graduate,Couple,54809,11/09/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,2,174,4,48,12,174,2,0.0,4
9500,1959,Graduate,Couple,58113,25/01/2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,1,758,3,66,22,758,1,0.0,3
3602,1958,Postgrad,Couple,51412,31/12/2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,1,195,3,67,11,195,1,0.0,1
2995,1957,Postgrad,Couple,66636,17/08/2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,1084,2,68,17,1084,0,0.0,2
1118,1956,Postgrad,Couple,50965,20/02/2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1,685,3,69,22,685,1,0.2,3
3068,1990,Graduate,Couple,18351,29/10/2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,43,2,35,6,43,0,0.0,5
8955,1957,Postgrad,Couple,40451,16/02/2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,2,49,4,68,5,49,2,0.2,4
945,1965,Graduate,Couple,36317,22/05/2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,1,133,3,60,9,133,1,0.0,5
5644,1957,Graduate,Couple,42213,12/10/2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,1,363,3,68,15,363,1,0.2,1
7192,1955,Graduate,Couple,65748,15/04/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,1,545,3,70,18,545,1,0.0,1
2324,1972,Graduate,Couple,77044,27/10/2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,1,1065,3,53,31,1065,1,0.2,3
697,1969,Graduate,Couple,74918,12/03/2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,0,2047,2,56,21,2047,0,0.2,2
3439,1972,Graduate,Couple,56721,31/10/2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,2,296,4,53,15,296,2,0.0,4
