ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Last_Purchase,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Childrens,Total_Spent,Total_Purchases,Family_Size,Age,Customer_For_Months
6287,1986,Graduation,Couple,34728,30/07/2013,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,1,36,5,3,30,148
5985,1965,Master,Single,33168,13/10/2012,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,1,122,10,2,51,158
4754,1966,Master,Couple,33585,25/09/2013,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,1,122,7,3,50,147
4002,1960,PhD,Couple,77037,13/10/2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1,1123,27,3,56,146
8870,1984,Graduation,Couple,35196,13/11/2012,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,1,497,18,3,32,157
966,1966,Graduation,Couple,44529,05/07/2013,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,1,691,25,3,50,149
9725,1966,PhD,Couple,28764,05/06/2014,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,2,12,4,4,50,138
4475,1949,PhD,Couple,69098,16/02/2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,0,2440,25,2,67,154
5740,1970,2n Cycle,Single,25959,14/02/2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,2,56,7,3,46,154
5731,1983,Master,Couple,27100,05/04/2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1,37,5,3,33,152
7290,1985,Graduation,Single,70596,05/10/2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,0,968,21,1,31,158
3846,1974,Graduation,Couple,42557,29/08/2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,1,270,15,3,42,160
8104,1951,PhD,Couple,53312,09/08/2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,0,278,12,2,65,148
4507,1952,Graduation,Single,72228,27/11/2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,0,1250,22,1,64,157
11013,1987,Graduation,Couple,67605,31/03/2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,938,17,2,29,152
4491,1949,Master,Couple,62845,01/10/2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,2,1178,28,4,67,159
3759,1958,Graduation,Couple,65196,25/07/2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,2,1155,26,4,58,149
1162,1987,PhD,Single,42000,10/01/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,0,653,20,1,29,155
2055,1973,PhD,Single,35860,19/05/2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,2,49,6,3,43,139
10766,1964,PhD,Couple,65526,11/04/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,1,506,17,3,52,140
4415,1961,Graduation,Couple,16860,12/09/2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,2,38,8,4,55,159
3005,1992,Graduation,Single,83528,01/05/2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,0,1650,23,1,24,139
2223,1965,2n Cycle,Single,64176,03/08/2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,1,1826,33,2,51,160
4817,1956,Graduation,Single,22304,04/08/2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,18,4,1,60,160
2875,1978,Graduation,Couple,67023,04/03/2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,0,906,24,2,38,141
11112,1966,Graduation,Couple,70713,03/12/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,1,1477,25,3,50,156
3807,1955,Graduation,Couple,59925,30/11/2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,1,766,23,3,61,157
9197,1953,Graduation,Couple,39722,24/02/2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,1,47,7,3,63,141
10832,1958,Graduation,Couple,46610,18/07/2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,0,467,14,2,58,149
6421,1961,Graduation,Couple,88347,03/07/2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,0,2116,21,2,55,149
4207,1981,PhD,Couple,87171,01/05/2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,0,1298,25,2,35,151
577,1976,2n Cycle,Couple,26907,20/08/2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2,22,6,4,40,148
10855,1968,Master,Single,50014,22/01/2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,1,396,15,2,48,143
3081,1978,PhD,Couple,41014,22/04/2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,20,4,3,38,152
3535,1965,Graduation,Single,66294,17/03/2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,0,967,13,1,51,141
247,1971,Graduation,Couple,36715,17/11/2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,1,357,19,3,45,157
8707,1956,Graduation,Couple,79456,22/08/2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,0,1401,16,2,60,160
9523,1982,Graduation,Couple,40479,17/08/2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1,15,4,3,34,148
6072,1970,Master,Single,75345,02/02/2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,0,2087,20,1,46,154
6295,1977,Graduation,Couple,54233,04/02/2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,1,981,26,3,39,154
10914,1970,Graduation,Single,24163,12/10/2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,2,17,6,3,46,146
1509,1958,PhD,Couple,84460,04/01/2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,0,523,22,2,58,155
5577,1983,Graduation,Couple,43776,03/05/2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1,23,4,3,33,139
7348,1958,PhD,Single,71691,17/03/2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,0,1192,17,1,58,141
1127,1973,PhD,Couple,85844,29/05/2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,0,1958,20,2,43,138
1833,1974,PhD,Single,39190,26/04/2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,1,133,9,2,42,139
6466,1965,PhD,Couple,57236,12/03/2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,2,121,10,4,51,141
9964,1979,Graduation,Single,61825,07/08/2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,1,424,15,2,37,148
4790,1958,Graduation,Single,79803,02/06/2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,1,868,13,2,58,138
10245,1986,2n Cycle,Single,80910,31/10/2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,0,756,15,1,30,158
1109,1982,Master,Couple,27590,23/04/2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,12,4,3,34,152
6001,1979,Graduation,Couple,56775,02/01/2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,1,937,25,3,37,155
5538,1975,Graduation,Single,83829,08/10/2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,0,1862,17,1,41,146
10552,1979,2n Cycle,Couple,54210,20/05/2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,1,367,14,3,37,151
1545,1986,Graduation,Couple,38508,02/08/2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,1,443,20,3,30,148
7409,1970,Graduation,Couple,53187,26/10/2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,1,267,13,3,46,146
4444,1972,Graduation,Couple,30023,24/03/2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1,61,6,3,44,141
146,1960,PhD,Single,76045,15/11/2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,0,1323,21,1,56,145
6271,1952,PhD,Couple,50870,19/06/2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,1,63,6,3,64,138
4741,1974,2n Cycle,Couple,65463,30/01/2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,1,562,19,3,42,142
246,1965,Graduation,Couple,66480,31/05/2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,2,312,19,4,51,138
375,1954,Graduation,Single,76773,25/02/2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,0,1156,16,1,62,154
1524,1983,2n Cycle,Single,81698,01/03/2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,0,1104,16,1,33,153
10022,1973,PhD,Single,54466,09/02/2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,16,4,3,43,142
11010,1984,PhD,Single,16269,30/08/2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1,44,9,2,32,147
4356,1971,Graduation,Couple,71819,28/08/2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,1,1574,14,3,45,147
3885,1983,PhD,Couple,33569,16/10/2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,1,63,5,3,33,146
1175,1983,Master,Couple,36262,20/09/2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,0,426,12,2,33,147
880,1966,Highschool,Couple,22634,16/01/2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,0,96,6,2,50,155
2320,1978,2n Cycle,Couple,47025,12/09/2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,1,635,23,3,38,147
850,1968,Graduation,Single,70566,06/10/2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,1,757,22,2,48,146
4713,1979,PhD,Couple,31605,22/11/2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,1,125,9,3,37,157
675,1973,Master,Single,52034,17/05/2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,2,332,16,3,43,151
5025,1979,Graduation,Single,48526,24/12/2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1,135,8,2,37,144
2308,1954,Graduation,Couple,46734,18/11/2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,1,330,14,3,62,157
5995,1962,Graduation,Single,39552,18/12/2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,2,384,20,3,54,156
6749,1966,Graduation,Single,86358,08/08/2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,2,1722,18,3,50,160
1010,1977,Graduation,Couple,46931,24/04/2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,3,78,7,5,39,140
8977,1985,Highschool,Single,16581,12/01/2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,0,24,4,1,31,155
4756,1952,2n Cycle,Single,63998,20/12/2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,0,1168,25,1,64,144
3412,1951,Master,Couple,67381,15/01/2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,1,957,17,3,65,155
606,1967,Graduation,Single,25930,10/10/2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2,15,4,3,49,146
5961,1978,Graduation,Couple,42693,07/06/2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,57,5,3,38,138
2975,1976,Graduation,Couple,85606,12/11/2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1,1956,24,3,40,157
2894,1985,Graduation,Single,72903,29/10/2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,0,2013,21,1,31,145
7613,1974,2n Cycle,Couple,49669,24/05/2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,1,326,14,3,42,139
10542,1968,PhD,Couple,36778,05/08/2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,2,77,9,4,48,160
8015,1962,PhD,Single,85696,03/05/2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,0,1313,20,1,54,151
11166,1961,Graduation,Couple,49678,02/02/2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,1,315,14,3,55,154
523,1989,Graduation,Couple,37155,31/01/2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,74,7,3,27,154
4066,1978,2n Cycle,Single,21282,11/05/2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,1,46,7,2,38,139
8414,1962,PhD,Single,33419,17/08/2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,1,86,8,2,54,148
819,1945,Graduation,Single,63285,05/11/2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,0,1103,25,1,71,145
4961,1974,Master,Couple,21255,21/01/2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,61,11,3,42,143
749,1981,Graduation,Couple,42162,19/11/2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,1,145,9,3,35,145
5430,1956,Graduation,Couple,54450,14/09/2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,2,684,31,4,60,159
7755,1954,PhD,Couple,57744,12/11/2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,1,411,16,3,62,145
10525,1986,Graduation,Single,26576,13/10/2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,1,27,4,2,30,158
1453,1943,PhD,Single,57513,06/07/2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,0,1060,27,1,73,149
8310,1964,Graduation,Couple,68142,29/08/2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1,1459,24,3,52,160
10710,1979,Graduation,Couple,7500,29/08/2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,18,4,3,37,160
5031,1974,Graduation,Couple,83145,22/09/2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,0,1833,26,2,42,159
2613,1960,Master,Couple,54197,03/04/2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,1,237,12,3,56,140
213,1963,PhD,Single,23091,28/05/2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,2,48,10,3,53,138
967,1976,Graduation,Couple,46049,21/07/2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,2,515,26,4,40,149
1077,1974,Graduation,Couple,56715,05/12/2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,0,1020,15,2,42,156
7959,1961,Graduation,Couple,79410,29/05/2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,0,1370,11,2,55,138
640,1951,Graduation,Couple,57304,11/03/2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1,1026,25,3,65,153
4252,1965,Graduation,Couple,44375,23/03/2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,1,301,12,3,51,141
6218,1965,Graduation,Couple,59594,20/10/2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,1,499,17,3,51,158
6905,1994,Graduation,Couple,80685,22/08/2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,0,1004,21,2,22,160
5922,1974,PhD,Couple,40344,13/10/2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,1,218,12,3,42,146
3598,1972,Graduation,Couple,62710,23/05/2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,1,606,22,3,44,151
6116,1968,2n Cycle,Couple,48985,05/07/2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,1,75,6,3,48,149
6263,1968,Graduation,Couple,35322,22/08/2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,3,106,9,5,48,160
10486,1948,Graduation,Couple,77142,29/05/2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,0,990,17,2,68,151
2410,1969,Graduation,Single,81657,22/01/2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,0,1097,16,1,47,143
193,1996,Highschool,Couple,14421,17/02/2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,0,16,4,2,20,142
8278,1990,PhD,Couple,74214,26/08/2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,0,1711,16,2,26,160
10660,1957,Master,Couple,66726,12/01/2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,2,438,17,4,59,143
8686,1979,Highschool,Couple,23724,08/01/2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,75,7,3,37,155
1604,1960,Master,Couple,47353,13/11/2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,1,225,13,3,56,145
5907,1952,Master,Couple,33444,03/11/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2,18,4,4,64,157
10669,1981,Graduation,Couple,54386,17/05/2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,1,470,17,3,35,151
2918,1981,Graduation,Single,28510,13/04/2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,2,91,9,3,35,152
5735,1991,Master,Single,90638,13/02/2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,0,2525,18,1,25,142
359,1950,Graduation,Couple,48070,13/01/2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,1,504,19,3,66,155
8387,1957,Graduation,Couple,43140,05/01/2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,1,235,11,3,59,155
1829,1961,PhD,Single,54959,19/01/2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1,1232,21,2,55,155
3839,1958,Highschool,Single,15056,03/05/2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,2,88,12,3,58,151
9392,1971,Graduation,Single,26954,08/05/2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1,17,4,2,45,139
2292,1985,Graduation,Single,22327,02/08/2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,24,5,2,31,148
10466,1965,Graduation,Couple,44393,22/08/2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2,60,7,4,51,148
9855,1952,PhD,Single,62000,25/08/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1,1020,26,2,64,148
4088,1962,PhD,Couple,31497,06/12/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,1,155,10,3,54,156
5231,1974,2n Cycle,Couple,45894,27/02/2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2,51,5,4,42,141
590,1970,Master,Single,78579,22/12/2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,0,1812,16,1,46,156
8732,1969,Master,Single,67369,17/11/2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1,1461,25,2,47,157
2315,1960,Graduation,Single,58401,20/04/2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,1,96,6,2,56,140
3515,1952,Graduation,Single,62307,17/02/2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,1,160,9,2,64,142
2245,1969,Master,Couple,43641,22/04/2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2,139,10,4,47,152
6606,1969,Master,Couple,70091,31/03/2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1,1161,19,3,47,152
5545,1972,PhD,Couple,78075,05/04/2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,0,988,14,2,44,140
7342,1961,2n Cycle,Single,59184,09/09/2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,1,1072,27,2,55,159
837,1977,Graduation,Couple,54809,11/09/2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,2,174,12,4,39,147
9500,1959,Graduation,Couple,58113,25/01/2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,1,758,22,3,57,155
3602,1958,Master,Couple,51412,31/12/2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,1,195,11,3,58,143
2995,1957,Master,Couple,66636,17/08/2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,1084,17,2,59,148
1118,1956,Master,Couple,50965,20/02/2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1,685,22,3,60,154
3068,1990,Graduation,Couple,18351,29/10/2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,43,6,2,26,145
8955,1957,PhD,Couple,40451,16/02/2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,2,49,5,4,59,142
945,1965,Graduation,Couple,36317,22/05/2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,1,133,9,3,51,151
5644,1957,Graduation,Couple,42213,12/10/2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,1,363,15,3,59,146
7192,1955,Graduation,Couple,65748,15/04/2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,1,545,18,3,61,152
2324,1972,Graduation,Couple,77044,27/10/2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,1,1065,31,3,44,145
697,1969,Graduation,Couple,74918,12/03/2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,0,2047,21,2,47,153
3439,1972,Graduation,Couple,56721,31/10/2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,2,296,15,4,44,158
1506,1975,Graduation,Single,42160,28/06/2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,2,140,11,3,41,150
232,1965,Graduation,Single,61559,17/07/2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,1,530,17,2,51,149
8876,1963,PhD,Couple,33629,08/08/2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,2,152,13,4,53,160
9739,1963,Graduation,Single,34377,19/01/2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,1,114,8,2,53,155
10395,1986,Highschool,Single,8940,22/08/2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,1,101,10,2,30,160
1176,1973,Graduation,Couple,26228,22/09/2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1,25,4,3,43,147
1627,1957,2n Cycle,Single,77297,26/01/2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,0,789,22,1,59,155
938,1981,Graduation,Couple,40211,30/07/2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,2,87,7,4,35,148
2740,1958,PhD,Single,33438,22/09/2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,2,90,11,3,58,147
257,1959,PhD,Couple,75032,28/04/2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,1,1215,20,3,57,152
4058,1955,PhD,Single,61284,12/10/2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,0,811,22,1,61,146
7736,1986,Graduation,Couple,22518,22/10/2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,1,61,7,3,30,158
8210,1975,Master,Couple,54730,15/08/2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,1,405,18,3,41,148
833,1955,Master,Couple,38452,30/03/2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2,72,9,4,61,140
6230,1971,Graduation,Single,44421,15/02/2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,2,189,14,3,45,154
7325,1986,PhD,Couple,38197,29/06/2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1,40,5,3,30,149
1307,1978,Graduation,Single,41986,09/02/2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,1,63,10,2,38,142
1502,1983,Graduation,Couple,28427,21/03/2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1,52,7,3,33,153
